适合BERT聚类的格式总结,Topic,Name,主题词1,主题词2,主题词3,主题词4,主题词5,主题词6,主题词7,主题词8
"标准 必要 专利 SEP （ 数据 集 ）   标准 必要 专利 指 实施 某 标准 技术 时 不可 规避 专利 。 本 产品 收录 个 标准 组织 （ SSO ） 专利权人 声明 SEP ，   数据处理 ，   "" 商贸 流通 "" ,   "" 科技 创新 "" ,   "" 金融服务 ""   解决 相关 。 
 标准 必要 专利 SEP （ 数据 集 ）   1 、 通信 、 物 联网 等 行业 公司 全球 标准 必要 专利 最 全面 数据 ， 用于 市场竞争 、 企业 专利 资产 、 技术 演变 分析 等 ， 并 相应 商业 决策 。   2 、 SEP 许可 费率 谈判 数据 ， 专利 标准 必要性 法律 分析 数据 基础 。   体现 其 应用 价值 。",14,14_某市_某某_景区_标准,某市,某某,景区,标准,旅游,宏观,产业,九鞅
"宝玉石 溯源 节点 信息 查询 （ 数据服务 ）   宝玉石 溯源 编码 宝玉石 各 溯源 节点 信息 查询 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 宝玉石 溯源 节点 信息 查询 （ 数据服务 ）   宝玉石 行业 相关 从业者 及 监管部门 查询 合法 进口 宝玉石 商品信息 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"呼 出 次数 查询 （ 数据服务 ）   基于 客户 特定 点位 / ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 呼 出 次数 查询 （ 数据服务 ）   某市 某某 某某 局 之前 工作 难以实现 对 某市 全市 节假日 期间 旅游 数据 管理 ， 缺乏 开放式 景区 旅游 客流 数据 ， 这 缺乏 相应 措施 ， 他们 大 数据分析 技术 来 解决 ， 从而 为 某市 旅游 产业 运行 态势 分析 提供数据 支撑 。   就此 ， 翼知 时空 产品 为 某某 局 特定 景区 人流 画像 数据 ， 既 到 某市 全部 电信 用户 ， 又 对于 某市 入市 出市 客流 及其 画像 分析 ， 还 对于 景区 监测 ， 某某 局 对于 某市 节假日 期间 旅游 管理 ， 大大 其 工作效率 ， 并 景区 安全 管控 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"终端 型号 分布 查询 （ 数据服务 ）   基于 客户 特定 点位 / ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 终端 型号 分布 查询 （ 数据服务 ）   某某 局 之前 工作 难以实现 对 某市 全市 节假日 期间 旅游 数据 管理 ， 缺乏 开放式 景区 旅游 客流 数据 ， 这 缺乏 相应 措施 ， 他们 大 数据分析 技术 来 解决 ， 从而 为 某市 旅游 产业 运行 态势 分析 提供数据 支撑 。   就此 ， 翼知 时空 产品 为 某某 局 特定 景区 人流 画像 数据 ， 既 到 某市 全部 电信 用户 ， 又 对于 某市 入市 出市 客流 及其 画像 分析 ， 还 对于 景区 监测 ， 某某 局 对于 某市 节假日 期间 旅游 管理 ， 大大 其 工作效率 ， 并 景区 安全 管控 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"终端 品牌 分布 查询 （ 数据服务 ）   基于 客户 特定 点位 / ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 终端 品牌 分布 查询 （ 数据服务 ）   某市 某某 某某 局 之前 工作 难以实现 对 某市 全市 节假日 期间 旅游 数据 管理 ， 缺乏 开放式 景区 旅游 客流 数据 ， 这 缺乏 相应 措施 ， 他们 大 数据分析 技术 来 解决 ， 从而 为 某市 旅游 产业 运行 态势 分析 提供数据 支撑 。   就此 ， 翼知 时空 产品 为 某某 局 特定 景区 人流 画像 数据 ， 既 到 某市 全部 电信 用户 ， 又 对于 某市 入市 出市 客流 及其 画像 分析 ， 还 对于 景区 监测 ， 某某 局 对于 某市 节假日 期间 旅游 管理 ， 大大 其 工作效率 ， 并 景区 安全 管控 。   体现 其 应用 价值 。",11,11_某某_某市_旅游_城市,某某,某市,旅游,城市,客流,全国,三维,负面
"终端 类型 分布 查询 （ 数据服务 ）   基于 客户 特定 点位 / ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 终端 类型 分布 查询 （ 数据服务 ）   某市 某某 某某 局 之前 工作 难以实现 对 某市 全市 节假日 期间 旅游 数据 管理 ， 缺乏 开放式 景区 旅游 客流 数据 ， 这 缺乏 相应 措施 ， 他们 大 数据分析 技术 来 解决 ， 从而 为 某市 旅游 产业 运行 态势 分析 提供数据 支撑 。   就此 ， 翼知 时空 产品 为 某某 局 特定 景区 人流 画像 数据 ， 既 到 某市 全部 电信 用户 ， 又 对于 某市 入市 出市 客流 及其 画像 分析 ， 还 对于 景区 监测 ， 某某 局 对于 某市 节假日 期间 旅游 管理 ， 大大 其 工作效率 ， 并 景区 安全 管控 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
"铜 加工 产销量 （ 数据 集 ）   铜管 、 铜板 、 铜棒 等 铜 加工 产品 产销量 时间 序列 数据 , 涵盖 一 整年 中 从 1 月 到 12 月 每个 月 数据 , 数据 为 一定 区间 范围 形式 。 反映 铜 加工 行业 生产能力 趋势 , 铜制品 , 反应 市场需求 销售 趋势 。 ，   统计分析 ，   "" 商贸 流通 "" ,   "" 工业 制造 "" ,   "" 金融服务 ""   解决 相关 。 
 铜 加工 产销量 （ 数据 集 ）   分析 销售 数据 区间 趋势 , 得到 每年 销售 季节性 分布 。 然后 将 趋势 数据 区间 趋势 相匹配 , 以 确定 是否 增加 减少 以 满足 市场需求 。 , 夏季 销售量 通常 较 高 , 他们 提前 增加 , 以 确保 足够 库存 来 满足 需求 。 产销量 市场 供需 关系 , 对 铜 加工 产品 行 价格 预测 。   体现 其 应用 价值 。",11,11_某某_某市_旅游_城市,某某,某市,旅游,城市,客流,全国,三维,负面
"倍 通数信 （ 数据服务 ）   企业 名称 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 倍 通数信 （ 数据服务 ）   上游 公司 对 产品 代理商 做 授权 准入 赊销 管理 时 ， 向 征信 公司 委托 资信 报告 ， 代理商 信用 。   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"风险 （ 数据 应用 ）   企业 司法 、 行政案件 ，   数据处理 ，   "" 金融服务 ""   解决 相关 。 
 风险 （ 数据 应用 ）   某 投资 机构 该 产品 ， 于 第一 时间 标的 企业 司法 风险 ， 负面 消息 公布 前 ， 及时 撤出 对 该 企业 投资 ， 避免 经济损失 。   体现 其 应用 价值 。",-1,-1_数据_应用_分析_价值,数据,应用,分析,价值,相关,解决,体现,产品
"产业 大脑 数据 （ 数据服务 ）   产业 名称 、 数据 信息 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 产业 大脑 数据 （ 数据服务 ）   1 、 政府 ：   案例 1 ： 为 九江 产业 发展 ， 我司 九江市 达成 ， 为 九江市 产业链 分析 服务 。   案例 2 ： 我司 杭州市 上 城区 ， 汇聚 招商 资源 ， 分析 主导产业 ， 为 上 城区 六大 产业 赛道 产业链 分析 及 招商 服务 。   2 、 园区 ：   案例 1 ： 为 六安市 科技 创新 动力 ， 战略性 新兴产业 新 体系 ， 我司 六安市 达成 ， 为 六安市 高新区 产业 分析 招商 数据服务 。   案例 2 ： 我司 合肥 高新区 ， 产业 发展 规划 等 相关 数据服务 ， 为 合肥 高新区 及 创新 发展 支撑 。   3 、 企业 ：   案例 1 ： 我司 国科 控股 ， 国科 控股 对外 投资 控股 企业 ， 汇聚 中科院 优质 资源 ， 联合 产业链 分析 平台 ， 分析 国科 控股 产业布局 地域 分布 。   体现 其 应用 价值 。",14,14_某市_某某_景区_标准,某市,某某,景区,标准,旅游,宏观,产业,九鞅
"科创 大脑 数据 （ 数据服务 ）   不同 应用 场景 （ 为 科企 评价 、 科企 培育 、 企业 监测 、 科企 服务 、 成果 转化 、 创新 指数 、 科技 金融 等 场景 ） ，   数据处理 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 科创 大脑 数据 （ 数据服务 ）   为 兴业银行 武汉 分行 & ; 科创 云贷 & ; 开展 ， 我司 兴业银行 武汉 分行 达成 ， 签订 数据 产品 服务 合同 。 合同 约定 ， 我司 银行 金融业务 & ; 科创 云贷 & ; ， 涵盖 一级 八项 （ 知识产权 、 获得 奖补 、 对接 资本 市场 、 产学研 、 高管 团队 、 行业 地位 、 行业 归属 、 科技 资质 ） 、 二级 十四项 （ * 类 知识产权 、 知识产权 储备 、 科技 创新 成果 奖项 、 创新 创业 大赛 奖项 、 政府 奖励 补助 、 资本 市场 、 私募 股权 融资 、 实验室 信息 、 科研项目 、 科研 站 工作站 、 团队 人才 、 标准 、 行业 归属 、 资质 认定 ） 数据 产品 服务 。   体现 其 应用 价值 。",14,14_某市_某某_景区_标准,某市,某某,景区,标准,旅游,宏观,产业,九鞅
"中移 洞察 （ 数据服务 ）   中移 洞察 一款 位置 行为 统计 类 数据服务 API 产品 。 基于 中国移动 位置 信令 数据 ，   统计分析 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 中移 洞察 （ 数据服务 ）   某 连锁 商业 集团 ， 选择 人流 API 产品 ， 对 目标 选址 人流量 统计分析 ， 基于 人流量 数据 选取 合适 商业 地址 。 人流 一款 位置 行为 统计 类 数据服务 API 产品 。 基于 中国移动 位置 信令 数据 ， 以 API 接口 形式 ， 面向 政府 企业 ， 各级 行政区 自定义 多元 人流 统计 服务 ， 热 力图 、 累计 流量 、 驻留 时 长 、 人口 迁徙 、 人群 画像 等 ， 为 城市 管理 、 社会 研究 、 商业 决策 有力 数据 支撑 。   体现 其 应用 价值 。",14,14_某市_某某_景区_标准,某市,某某,景区,标准,旅游,宏观,产业,九鞅
"钢联 大宗 商品价格 （ 数据服务 ）   钢材 、 铁矿石 、 煤炭 、 焦炭 、 能源 化工 、 水泥 、 农产品 等 大宗 商品 价格指数 ，   数据处理 ，   "" 商贸 流通 "" ,   "" 工业 制造 "" ,   "" 金融服务 ""   解决 相关 。 
 钢联 大宗 商品价格 （ 数据服务 ）   场景 一 ： 大宗 商品 现货 贸易 结算 标准 ， 被 广泛 写入 长期 协议 （ 结算 ） 现货 散单 交易 （ 标准 ） 。 除 国内 现货交易 ， 上海 钢联 价格指数 成功 参与 到 国际贸易 结算 体系 中 。 以 铁矿石 为例 ， 已经 被 全球 四大 矿山 采用 长协 合同 港口 现货 价格 。   场景 二 ： 场外 衍生品 市场 （ OTC ） 金融 合约 结算 标的 。 截至 目前 ， 上海 钢联 钢材价格 指数 被 新加坡 交易所 、 芝加哥商品交易所 ， 铁矿石 价格指数 被 上海 清算 所 FEX & ; Global 期货 交易所 采用 为 掉 期 合约 结算 指数 。   场景 三 ： 上中下游 企业 经营风险 。 产业 客户 、 金融机构 及 投资 机构 以 上海 钢联 价格指数 企业 采销 考核 标准 并 上海 钢联 多维度 数据 企业 策略 、 风险 关键 指标 。   场景 四 ： 行业协会 宏观 调整 及 行业 监测 。 上海 钢联 被 多个 多个 部委 授予 单位 称号 ， 为 政府 行业协会 开展 宏观调控 及 产业 运行 检测 提供数据 决策 。   体现 其 应用 价值 。",14,14_某市_某某_景区_标准,某市,某某,景区,标准,旅游,宏观,产业,九鞅
"风险 评分 （ 数据服务 ）   风险 评分 模型 结合 先进 机器 学习 算法 传统 逻辑 回归 模型 算法 ，   机器 学习 建模 ，   "" 金融服务 ""   解决 相关 。 
 风险 评分 （ 数据服务 ）   某 消费 金融公司 ， 效科 零售 信贷 全 生命周期 营销 获客 及 风险管理 方案 ， 服务 于 信贷 生命周期 全 流程 管理 ， 搭建 成熟 人工智能 平台 ， 数据 提取 、 分析 处理 能力 ， 使用者 分析 ， 并 模型 、 算法 等 持续 风险 量化 精度 。 贷中 、 贷后 环节 ， 基于 大 数据 、 行为 分析 等 技术 ， 对 多 场景 风险 行为 动态 跟踪 分析 ， 信贷 全 流程 管理 质效 ， 该 公司员工 风险 控制能力 ， 后续 营销 及风控 各 方面 。 该 项目 ， 该 消费 金融公司 长沙 分中心 半年 全年 工作 目标 ， 投放 消费信贷 4.3 亿元 ， 新增 客户 5375 户 ， 不良率 0.3% 。   体现 其 应用 价值 。",11,11_某某_某市_旅游_城市,某某,某市,旅游,城市,客流,全国,三维,负面
"个人 风险 评价 报告 （ 数据 应用 ）   深度 查询 企业 核心 人员 风险 信息 ： 不良信息 、 司法 风险 、 借贷 。 多维度 投资人 监管 被 投 企业 风险 ，   数据处理 ，   "" 金融服务 ""   解决 相关 。 
 个人 风险 评价 报告 （ 数据 应用 ）   某 投资 机构 对 某 被 投 企业法人 个人 风险 评估 ， 得知 其 最近 一年 多项 借贷 逾期 ， 最终 中止 对 该 企业 投资 ， 避免 损失 。   体现 其 应用 价值 。",11,11_某某_某市_旅游_城市,某某,某市,旅游,城市,客流,全国,三维,负面
"财务 验真 报告 （ 数据 应用 ）   依托 出资 宝大 数据模型 ，   机器 学习 建模 ，   "" 商贸 流通 "" ,   "" 金融服务 ""   解决 相关 。 
 财务 验真 报告 （ 数据 应用 ）   某 投资 机构 对 一拟 投资 企业 做 尽 调时 ， 本 财务 验真 报告 ， 对 被 投 企业 财务 真实情况 评估 ， 返回 多处 预警 。 后经 深入 调研 ， 该 被 调 企业 确有 财务 造假 ， 粉饰 报表 行为 ， 投资 机构 取消 双方 ， 避免 投资 风险 。   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"查 税票 （ 数据 应用 ）   投资 前 、 中 、   后期 查 税票 均 可 及时 企业 经营 ，   数据处理 ，   "" 金融服务 ""   解决 相关 。 
 查 税票 （ 数据 应用 ）   某 投资 机构 查 税票 产品 取得 拟 投资 企业 税票 数据 ， 发现 该 公司 流水 欠 稳定 ， 经过 深入 尽调 ， 确认 该 企业 涉嫌 造假 ， 取消 投资 计划 ， 避免 损失 。   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"标的 搜索 （ 数据 应用 ）   针对 项目 众多 ，   机器 学习 建模 ，   "" 金融服务 ""   解决 相关 。 
 标的 搜索 （ 数据 应用 ）   某 投资 机构 确定 电动车 电池 赛道 后 ， 企业 历史 营收 、 税收 、 雇佣 员工 数 、 企业 所属 地区 等 筛选 条件 ， 取得 目标 企业 清单 ， 并 企业 风险 评价 报告 ， 确定 目标 企业 。 减少 人工 调研 。   体现 其 应用 价值 。",0,0_企业_相关_数据_数据服务,企业,相关,数据,数据服务,应用,信息,体现,价值
"企业 画像 查询 （ 数据 集 ）   企业 相关 信息 汇总 、 风险 识别 、 综合 评分 等 。 ，   统计分析 ，   "" 金融服务 ""   解决 相关 。 
 企业 画像 查询 （ 数据 集 ）   1 、 浙江 * * * * * * 发展 有限公司   结构化 展示 客户 信息 ， 企业 素质 、 社会 诚信 、 经营 质量 、 基因 特性 等 4 个 维度 建模 评分 ， 综合 评估 并 反映 企业 信用 。 产业园 区 管理方 查询 及 入驻 企业 ， 全面 分析 企业 经营 稳定性 信用 ， 避免 经营 稳定 、 存在 信用风险 等 不良 企业 入驻 ， 定期 已 入驻 企业 经营 ， 辨别 潜在 风险 。 解决 园区 管理方 以前 无法 完全 企业 痛点 ， 园区 管理方 风险 管理工作 。   2 、 * * * * * * * * 管理 有限公司   API 接口 、 网页 端 、 客户端 提供数据 风控 服务 。 平台 管理方 识别 平台 上 大型 企业 用户 风险 ， 解决 数字化 手段 前 平台 管理方 无法 全面 贸易 企业 信用 及 经营 痛点 。 定量 定性 评判 平台 上 企业 信用 ， 识别 潜在 风险 ， 避免 不良 主体 交易 风险 。   3 、 浙江 * * * 实业 有限公司   & ; & ; 合法 拥有 征信 数据 资源 大 数据 、 云 计算 等 技术 能力 企业 征信 服务 。 平台 管理方 大宗 交易 合作方 风险 辨别 ， 解决 平台 管理方 依靠 工作人员 主观 判断 ， 无法 全面 及 定量分析 合作方 风险 痛点 。 查询 企业 画像 平台 管理方 全面 及 分析 交易 合作方 经营 及 信用 ， 识别 潜在 风险 ， 从而 减少 交易 风险 。   体现 其 应用 价值 。",1,1_产业_企业_数据_针对,产业,企业,数据,针对,图谱,场景,招商,解决
